layer,module,loss,samples,damp,time
0,self_attn.k_proj,0.00001351,0.01000,3.940
0,self_attn.v_proj,0.00000172,0.01000,3.722
0,self_attn.q_proj,0.00005210,0.01000,3.940
0,self_attn.o_proj,0.00000001,0.01000,3.711
0,mlp.up_proj,0.00004145,0.01000,4.000
0,mlp.gate_proj,0.00004608,0.01000,3.865
0,mlp.down_proj,0.00000021,0.01000,97.539
1,self_attn.k_proj,0.00005225,0.01000,3.673
1,self_attn.v_proj,0.00000939,0.01000,3.911
1,self_attn.q_proj,0.00012632,0.01000,4.063
1,self_attn.o_proj,0.00000001,0.01000,3.812
1,mlp.up_proj,0.00012121,0.01000,3.989
1,mlp.gate_proj,0.00013669,0.01000,3.977
1,mlp.down_proj,0.00076995,0.01000,34.097
2,self_attn.k_proj,0.00023462,0.01000,3.876
2,self_attn.v_proj,0.00003769,0.01000,3.851
2,self_attn.q_proj,0.00055900,0.01000,3.857
2,self_attn.o_proj,0.00000001,0.01000,3.784
2,mlp.up_proj,0.00021099,0.01000,4.115
2,mlp.gate_proj,0.00023822,0.01000,3.944
2,mlp.down_proj,0.00000005,0.01000,95.399
3,self_attn.k_proj,0.00016819,0.01000,3.610
3,self_attn.v_proj,0.00003463,0.01000,3.706
3,self_attn.q_proj,0.00039373,0.01000,4.025
3,self_attn.o_proj,0.00000004,0.01000,3.603
3,mlp.up_proj,0.00039279,0.01000,4.055
3,mlp.gate_proj,0.00044913,0.01000,3.929
3,mlp.down_proj,0.00000010,0.01000,94.680
4,self_attn.k_proj,0.00020982,0.01000,3.657
4,self_attn.v_proj,0.00004988,0.01000,3.891
4,self_attn.q_proj,0.00051512,0.01000,3.804
4,self_attn.o_proj,0.00000006,0.01000,3.564
4,mlp.up_proj,0.00052450,0.01000,3.849
4,mlp.gate_proj,0.00063058,0.01000,3.845
4,mlp.down_proj,0.00000021,0.01000,33.005
5,self_attn.k_proj,0.00027939,0.01000,3.594
5,self_attn.v_proj,0.00005806,0.01000,3.702
5,self_attn.q_proj,0.00069072,0.01000,3.783
5,self_attn.o_proj,0.00000012,0.01000,3.606
5,mlp.up_proj,0.00065206,0.01000,3.979
5,mlp.gate_proj,0.00083234,0.01000,4.051
5,mlp.down_proj,1.35993347,0.01250,174.652
6,self_attn.k_proj,0.00025741,0.01000,3.582
6,self_attn.v_proj,0.00005700,0.01000,3.767
6,self_attn.q_proj,0.00061858,0.01000,3.772
6,self_attn.o_proj,0.00000015,0.01000,3.659
6,mlp.up_proj,0.00079354,0.01000,3.821
6,mlp.gate_proj,0.00100301,0.01000,3.756
6,mlp.down_proj,0.00000040,0.01000,95.045
7,self_attn.k_proj,0.00031844,0.01000,3.503
7,self_attn.v_proj,0.00007547,0.01000,3.672
7,self_attn.q_proj,0.00075692,0.01000,3.812
7,self_attn.o_proj,0.00000025,0.01000,3.601
7,mlp.up_proj,0.00092108,0.01000,3.821
7,mlp.gate_proj,0.00117553,0.01000,3.833
7,mlp.down_proj,0.81999073,0.01250,50.494
8,self_attn.k_proj,0.00028243,0.01000,3.619
8,self_attn.v_proj,0.00007499,0.01000,3.761
8,self_attn.q_proj,0.00069335,0.01000,3.813
8,self_attn.o_proj,0.00000033,0.01000,3.555
8,mlp.up_proj,0.00099337,0.01000,3.813
8,mlp.gate_proj,0.00124314,0.01000,3.813
8,mlp.down_proj,0.66212678,0.01250,174.317
9,self_attn.k_proj,0.00037673,0.01000,3.494
9,self_attn.v_proj,0.00008554,0.01000,3.648
9,self_attn.q_proj,0.00087797,0.01000,3.844
9,self_attn.o_proj,0.00000031,0.01000,3.722
9,mlp.up_proj,0.00104094,0.01000,3.841
9,mlp.gate_proj,0.00125130,0.01000,3.806
9,mlp.down_proj,0.62744827,0.01250,184.353
10,self_attn.k_proj,0.00038035,0.01000,3.828
10,self_attn.v_proj,0.00007899,0.01000,3.915
10,self_attn.q_proj,0.00084950,0.01000,4.005
10,self_attn.o_proj,0.00000058,0.01000,3.780
10,mlp.up_proj,0.00106814,0.01000,4.282
10,mlp.gate_proj,0.00126490,0.01000,4.109
10,mlp.down_proj,0.00000080,0.01000,94.969
11,self_attn.k_proj,0.00041506,0.01000,3.525
11,self_attn.v_proj,0.00010633,0.01000,3.774
11,self_attn.q_proj,0.00098468,0.01000,3.833
11,self_attn.o_proj,0.00000070,0.01000,3.582
11,mlp.up_proj,0.00115168,0.01000,3.789
11,mlp.gate_proj,0.00133864,0.01000,3.798
11,mlp.down_proj,0.52459211,0.01250,50.531
12,self_attn.k_proj,0.00052358,0.01000,3.615
12,self_attn.v_proj,0.00012374,0.01000,3.682
12,self_attn.q_proj,0.00120448,0.01000,3.730
12,self_attn.o_proj,0.00000076,0.01000,3.549
12,mlp.up_proj,0.00128797,0.01000,3.843
12,mlp.gate_proj,0.00145408,0.01000,3.877
12,mlp.down_proj,0.44650140,0.01250,173.423
13,self_attn.k_proj,0.00046485,0.01000,3.578
13,self_attn.v_proj,0.00011929,0.01000,3.714
13,self_attn.q_proj,0.00103239,0.01000,3.726
13,self_attn.o_proj,0.00000093,0.01000,3.668
13,mlp.up_proj,0.00145099,0.01000,3.828
13,mlp.gate_proj,0.00157638,0.01000,3.790
13,mlp.down_proj,0.38945901,0.01250,174.570
14,self_attn.k_proj,0.00042896,0.01000,3.558
14,self_attn.v_proj,0.00018595,0.01000,3.707
14,self_attn.q_proj,0.00113980,0.01000,3.746
14,self_attn.o_proj,0.00000101,0.01000,3.566
14,mlp.up_proj,0.00158843,0.01000,3.946
14,mlp.gate_proj,0.00169124,0.01000,3.829
14,mlp.down_proj,0.29341164,0.01250,174.213
15,self_attn.k_proj,0.00050885,0.01000,3.552
15,self_attn.v_proj,0.00021799,0.01000,3.741
15,self_attn.q_proj,0.00139151,0.01000,3.740
15,self_attn.o_proj,0.00000096,0.01000,3.733
15,mlp.up_proj,0.00177083,0.01000,3.955
15,mlp.gate_proj,0.00195727,0.01000,3.909
15,mlp.down_proj,0.21973219,0.01250,174.078
16,self_attn.k_proj,0.00051761,0.01000,3.667
16,self_attn.v_proj,0.00021804,0.01000,3.821
16,self_attn.q_proj,0.00134049,0.01000,3.835
16,self_attn.o_proj,0.00000099,0.01000,3.673
16,mlp.up_proj,0.00206635,0.01000,3.845
16,mlp.gate_proj,0.00238016,0.01000,3.836
16,mlp.down_proj,0.13442837,0.01250,173.295
17,self_attn.k_proj,0.00046342,0.01000,3.658
17,self_attn.v_proj,0.00018894,0.01000,3.776
17,self_attn.q_proj,0.00126668,0.01000,3.751
17,self_attn.o_proj,0.00000183,0.01000,3.603
17,mlp.up_proj,0.00243814,0.01000,3.849
17,mlp.gate_proj,0.00279183,0.01000,3.859
17,mlp.down_proj,0.10126073,0.01250,174.649
18,self_attn.k_proj,0.00052289,0.01000,3.566
18,self_attn.v_proj,0.00023209,0.01000,3.723
18,self_attn.q_proj,0.00156964,0.01000,3.746
18,self_attn.o_proj,0.00000210,0.01000,3.572
18,mlp.up_proj,0.00281204,0.01000,3.802
18,mlp.gate_proj,0.00325572,0.01000,3.766
18,mlp.down_proj,0.06840377,0.01250,174.748
19,self_attn.k_proj,0.00051189,0.01000,3.569
19,self_attn.v_proj,0.00027821,0.01000,3.709
19,self_attn.q_proj,0.00148304,0.01000,3.762
19,self_attn.o_proj,0.00000124,0.01000,3.576
19,mlp.up_proj,0.00322989,0.01000,3.882
19,mlp.gate_proj,0.00386951,0.01000,3.965
19,mlp.down_proj,0.04374478,0.01250,174.909
20,self_attn.k_proj,0.00051928,0.01000,3.619
20,self_attn.v_proj,0.00030316,0.01000,3.725
20,self_attn.q_proj,0.00156047,0.01000,3.824
20,self_attn.o_proj,0.00000121,0.01000,3.587
20,mlp.up_proj,0.00365828,0.01000,3.900
20,mlp.gate_proj,0.00456873,0.01000,3.796
20,mlp.down_proj,0.04410762,0.01250,174.284
21,self_attn.k_proj,0.00052423,0.01000,3.568
21,self_attn.v_proj,0.00030636,0.01000,3.785
21,self_attn.q_proj,0.00156158,0.01000,3.728
21,self_attn.o_proj,0.00000161,0.01000,3.581
21,mlp.up_proj,0.00414487,0.01000,3.835
21,mlp.gate_proj,0.00559628,0.01000,3.820
21,mlp.down_proj,0.04407469,0.01250,174.207
22,self_attn.k_proj,0.00051559,0.01000,3.563
22,self_attn.v_proj,0.00033142,0.01000,3.733
22,self_attn.q_proj,0.00153481,0.01000,3.762
22,self_attn.o_proj,0.00000099,0.01000,3.673
22,mlp.up_proj,0.00444483,0.01000,3.956
22,mlp.gate_proj,0.00594933,0.01000,4.020
22,mlp.down_proj,0.04203146,0.01250,178.262
23,self_attn.k_proj,0.00052033,0.01000,3.756
23,self_attn.v_proj,0.00035960,0.01000,3.941
23,self_attn.q_proj,0.00154357,0.01000,3.976
23,self_attn.o_proj,0.00000198,0.01000,3.976
23,mlp.up_proj,0.00485017,0.01000,4.122
23,mlp.gate_proj,0.00653950,0.01000,4.142
23,mlp.down_proj,0.03424844,0.01250,187.740
24,self_attn.k_proj,0.00058209,0.01000,3.818
24,self_attn.v_proj,0.00043031,0.01000,4.113
24,self_attn.q_proj,0.00174348,0.01000,4.034
24,self_attn.o_proj,0.00000114,0.01000,3.875
24,mlp.up_proj,0.00539277,0.01000,4.109
24,mlp.gate_proj,0.00736029,0.01000,4.036
24,mlp.down_proj,0.02802871,0.01250,188.263
25,self_attn.k_proj,0.00058154,0.01000,4.174
25,self_attn.v_proj,0.00048596,0.01000,4.294
25,self_attn.q_proj,0.00179122,0.01000,4.276
25,self_attn.o_proj,0.00000072,0.01000,4.285
25,mlp.up_proj,0.00587567,0.01000,4.479
25,mlp.gate_proj,0.00797577,0.01000,4.259
25,mlp.down_proj,0.02170553,0.01250,188.974
26,self_attn.k_proj,0.00050488,0.01000,3.789
26,self_attn.v_proj,0.00047435,0.01000,4.039
26,self_attn.q_proj,0.00162602,0.01000,4.081
26,self_attn.o_proj,0.00000179,0.01000,4.168
26,mlp.up_proj,0.00633853,0.01000,4.232
26,mlp.gate_proj,0.00831686,0.01000,4.297
26,mlp.down_proj,0.01758506,0.01250,188.514
27,self_attn.k_proj,0.00058088,0.01000,3.832
27,self_attn.v_proj,0.00047184,0.01000,3.960
27,self_attn.q_proj,0.00171841,0.01000,4.101
27,self_attn.o_proj,0.00000333,0.01000,3.789
27,mlp.up_proj,0.00711216,0.01000,4.071
27,mlp.gate_proj,0.00922076,0.01000,4.155
27,mlp.down_proj,0.01538627,0.01250,180.432
28,self_attn.k_proj,0.00046086,0.01000,3.587
28,self_attn.v_proj,0.00061359,0.01000,3.777
28,self_attn.q_proj,0.00159657,0.01000,3.779
28,self_attn.o_proj,0.00000340,0.01000,3.594
28,mlp.up_proj,0.00796964,0.01000,3.765
28,mlp.gate_proj,0.00999494,0.01000,3.789
28,mlp.down_proj,0.01012259,0.01250,174.902
29,self_attn.k_proj,0.00050662,0.01000,3.568
29,self_attn.v_proj,0.00099606,0.01000,3.837
29,self_attn.q_proj,0.00177666,0.01000,3.865
29,self_attn.o_proj,0.00000765,0.01000,3.588
29,mlp.up_proj,0.00838777,0.01000,3.828
29,mlp.gate_proj,0.01011440,0.01000,3.840
29,mlp.down_proj,0.00789751,0.01250,174.080
30,self_attn.k_proj,0.00045464,0.01000,3.525
30,self_attn.v_proj,0.00093320,0.01000,3.670
30,self_attn.q_proj,0.00168446,0.01000,3.718
30,self_attn.o_proj,0.00000570,0.01000,3.620
30,mlp.up_proj,0.00922195,0.01000,3.917
30,mlp.gate_proj,0.01106719,0.01000,3.899
30,mlp.down_proj,0.00519287,0.01250,174.889
31,self_attn.k_proj,0.00044235,0.01000,3.518
31,self_attn.v_proj,0.00094785,0.01000,3.677
31,self_attn.q_proj,0.00161303,0.01000,3.765
31,self_attn.o_proj,0.00001273,0.01000,3.571
31,mlp.up_proj,0.00889188,0.01000,4.001
31,mlp.gate_proj,0.01112630,0.01000,3.895
31,mlp.down_proj,0.00101748,0.01000,95.698
